sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ebizmarts_mark_visited,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
"JOIN FLEX PLUS",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:02",,,,," là thực phẩm chức năng, cung cấp các khối xây dựng cho cơ xương khớp chắc khoẻ bằng cách nối các thành phần đã được chứng minh khoa học được gọi là “bộ 3” gồm có ,, Chondroitin và Collagen Type II phục vụ cho việc tăng cường quá trình củng cố và tái thiết cơ thể.,Về tác dụng, Glucosamine rất cần thiết để bảo vệ và xây dựng lại sụn, giữ cho khớp khoẻ mạnh. Chondroitin là thành phần cấu trúc quan trọng của sụn, có hàm lượng cao nhất trong các thành phần của khớp, liên kết các sụn, tạo bôi trơn giúp di chuyển dễ dàng. Collagen Type II làm ổn định hệ thống kháng thể cho cơ thể một cách tự nhiên và giúp trung hòa các cấu trúc phân tử dị thường là tác nhân chính của bệnh đau khớp, khớp biến dạng và cứng khớp, đặc biệt là ở bệnh nhân bị viêm khớp mãn tính. Joint Flex Plus cùng với vitamin B6 và D3 được tăng cường nhằm giúp khớp xương phục hồi và hạn chế tổn thương oxy hóa.,Joint Flex Plus dùng để bổ sung hàng ngày có công thức đặc biệt với các thành phần mạnh đem lại cảm giác thoải mái và tái xây dựng các khớp xương. Hai muỗng, một lần một ngày, cung cấp 1500mg Glucosamine, 700mg Chondroitin và Collagen Type II, 400 IU vitamin D3, 2mg vitamin B6 – đủ lượng cho bệnh nhân thoái hoá khớp, hoặc những người ưa hoạt động mạnh, cần bổ sung “chất nhờn” cho xương khớp của mình. Ở dạng lỏng, sản phẩm bổ sung này tạo cảm giác ngon miệng giúp cơ thể hấp thụ nhanh; Dễ uống, duy trì khớp khỏe mạnh và linh hoạt.,Phòng ngừa thoái hóa khớp, đau khớp,Giúp khớp khỏe mạnh, hỗ trợ điều trị viêm khớp,Giúp nuôi dưỡng và tạo chất nhờn cho khớp và sụn,Giữ lạnh sau khi mở nắp,Quy cách đóng gói: ,Dạng lỏng, dung tích 946ml (32 OZ)",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","JOIN FLEX PLUS","JOIN FLEX PLUS",,20000.0000,"Use config","Use config","JOIN FLEX PLUS",,,"Product Info Column",,760000.0000,0,"Joint Flex Plus là thực phẩm chức năng, cung cấp các khối xây dựng cho cơ xương khớp chắc khoẻ bằng cách nối các thành phần đã được chứng minh khoa học được gọi là “bộ 3” gồm có Glucosamine, Chondroitin và Collagen Type II phục vụ cho việc tăng cường quá trình củng cố và tái thiết cơ thể.,
",,,,,,1,0,,,"2016-04-24 16:34:02",join-flex-plus,join-flex-plus.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,608000.0000,,,,,
"DƯỠNG CỐT DIỆU ỨNG LINH TM",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:02",,,,,"Thành phần: - Độc hoạt, Phòng phong, Tang ký sinh, Đỗ trọng,Ngưu tất, Quế chi, Tế tân, Bạch thược, Đẳng sâm,Glucosamin, Chondroitin.,Công dụng: - Giúp phục hồi, tái tạo mô sụn khớp, giúp đảm bảo sự vận động linh hoạt của khớp,Quy cách đóng gói: - Hộp 5 vỉ x 10 viên/vỉ và lọ 60 viên,Liều dùng: ,- Lần uống 2 viên - 2-3 lần/ngày",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","DƯỠNG CỐT DIỆU ỨNG LINH TM","DƯỠNG CỐT DIỆU ỨNG LINH TM",,20000.0000,"Use config","Use config","DƯỠNG CỐT DIỆU ỨNG LINH TM",,,"Product Info Column",,110000.0000,0,"Giúp phục hồi, tái tạo mô sụn khớp, giúp đảm bảo sự vận động linh hoạt của khớp,
",,,,,,1,0,,,"2016-04-24 16:34:02",du-ng-c-t-di-u-ng-linh-tm,du-ng-c-t-di-u-ng-linh-tm.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,88000.0000,,,,,
"JOIN ALTAPRO PLUS",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:02",,,,,":  Glucosamin sulfat                                       375 mg,            Chondroitin sulfat natri                                       125 mg,GLOCITEN caps được dùng giảm đau, kháng viêm, tái tạo sụn khớp trong điều trị viêm khớp, viêm xương khớp, thoái hóa khớp, viêm khớp dạng thấp, thấp khớp cấp và mạn tính.,Người lớn: 2-4 viên mỗi ngày, uống 1 lần hoặc chia làm 2 lần.,Nuốt nguyên viên thuốc với nước.,Nên uống thuốc trong bữa ăn.,Người mẫn cảm với các thành phần của thuốc.,Người có tiền sử dị ứng với đồ biển.,Phụ nữ có thai hoặc đang cho con bú.,Sử dụng thận trọng trong những trường hợp sau:,-   Những người mắc bệnh tiểu đường hoặc giảm glucose huyết.,-   Những bệnh nhân bị rối loạn chảy máu hoặc đang dùng các thuốc làm tăng nguy cơ chảy máu. Trong trường hợp này có thể điều chỉnh liều nếu cần thiết.,: Do thiếu bằng chứng khoa học, thuốc này không được khuyên dùng cho phụ nữ có thai và cho con bú.,: Không có đủ bằng chứng khoa học về sử dụng thuốc này cho trẻ em, do vậy chỉ nên dùng thuốc này khi thật cần thiết và nên tham khảo ý kiến bác sĩ. ,Về lý thuyết, glucosamin có thể làm giảm tác dụng của insulin hay các thuốc kiểm soát nồng độ đường trong máu khác.,Dùng chung glucosamin với các thuốc lợi tiểu như furosemid có thể làm tăng tác dụng phụ của glucosamin.,Glucosamin có thể làm tăng nguy cơ chảy máu khi sử dụng chung với các thuốc gây tăng nguy cơ chảy máu như acid acetylsalicylic, thuốc chống đông như warfarin hay heparin, thuốc chống kết tập tiểu cầu như clopidogrel và các thuốc kháng viêm không steroid như ibuprofen hay naproxen.,Tác dụng phụ gồm khó chịu ở bụng, buồn ngủ, mất ngủ, đau đầu, phản ứng ở da và nhạy cảm với ánh nắng.,Hiếm khi đau bụng, ăn không ngon, nôn, buồn nôn, đầy hơi, táo bón, ợ nóng và tiêu chảy.,: Chảy máu bất thường, nôn hoặc tiêu chảy kéo dài., là một thành phần tự nhiên được tìm thấy trong chitin, mucoprotein và các mucopolysaccharid. Glucosamin có liên quan đến sản xuất glycosaminoglycan, là chất tạo nên mô sụn trong cơ thể; glucosamin còn có ở trong các gân và dây chằng. Glucosamin dùng đường uống có thể giúp tái tạo sụn và thường được dùng trong điều trị viêm xương khớp., là một acid mucopolysaccharid, thành phần cấu tạo trong hầu hết các mô sụn. Chondroitin được dùng đường uống dưới dạng muối natri và chondroitin sulfat natri trong điều trị viêm khớp. Đôi khi phối hợp với glucosamin nhằm bảo vệ mô sụn trong các rối loạn xương, khớp và mô liên kết.,: Chưa có thông tin về quá liều.,: Trong trường hợp quá liều, phải báo ngay cho bác sĩ. Bệnh nhân nên được theo dõi kỹ và điều trị triệu chứng.,Hộp 10 vỉ, vỉ 10 viên nang.,Hộp 1 chai, chai 100 viên nang., để nơi khô ráo, tránh ánh sáng, nhiệt độ không quá 30,C.,TCCS.,30 tháng kể từ ngày sản xuất.",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","JOIN ALTAPRO PLUS","JOIN ALTAPRO PLUS",,20000.0000,"Use config","Use config","JOIN ALTAPRO PLUS",,,"Product Info Column",,480000.0000,0,"GLOCITEN caps được dùng giảm đau, kháng viêm, tái tạo sụn khớp trong điều trị viêm khớp, viêm xương khớp, thoái hóa khớp, viêm khớp dạng thấp, thấp khớp cấp và mạn tính.",,,,,,1,0,,,"2016-04-24 16:34:02",join-altapro-plus,join-altapro-plus.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,384000.0000,,,,,
"GLOCITEN CAPS",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:02",,,,,":  Glucosamin sulfat                                       375 mg,            Chondroitin sulfat natri                                       125 mg,GLOCITEN caps được dùng giảm đau, kháng viêm, tái tạo sụn khớp trong điều trị viêm khớp, viêm xương khớp, thoái hóa khớp, viêm khớp dạng thấp, thấp khớp cấp và mạn tính.,Người lớn: 2-4 viên mỗi ngày, uống 1 lần hoặc chia làm 2 lần.,Nuốt nguyên viên thuốc với nước.,Nên uống thuốc trong bữa ăn.,Người mẫn cảm với các thành phần của thuốc.,Người có tiền sử dị ứng với đồ biển.,Phụ nữ có thai hoặc đang cho con bú.,Sử dụng thận trọng trong những trường hợp sau:,-   Những người mắc bệnh tiểu đường hoặc giảm glucose huyết.,-   Những bệnh nhân bị rối loạn chảy máu hoặc đang dùng các thuốc làm tăng nguy cơ chảy máu. Trong trường hợp này có thể điều chỉnh liều nếu cần thiết.,: Do thiếu bằng chứng khoa học, thuốc này không được khuyên dùng cho phụ nữ có thai và cho con bú.,: Không có đủ bằng chứng khoa học về sử dụng thuốc này cho trẻ em, do vậy chỉ nên dùng thuốc này khi thật cần thiết và nên tham khảo ý kiến bác sĩ. ,Về lý thuyết, glucosamin có thể làm giảm tác dụng của insulin hay các thuốc kiểm soát nồng độ đường trong máu khác.,Dùng chung glucosamin với các thuốc lợi tiểu như furosemid có thể làm tăng tác dụng phụ của glucosamin.,Glucosamin có thể làm tăng nguy cơ chảy máu khi sử dụng chung với các thuốc gây tăng nguy cơ chảy máu như acid acetylsalicylic, thuốc chống đông như warfarin hay heparin, thuốc chống kết tập tiểu cầu như clopidogrel và các thuốc kháng viêm không steroid như ibuprofen hay naproxen.,Tác dụng phụ gồm khó chịu ở bụng, buồn ngủ, mất ngủ, đau đầu, phản ứng ở da và nhạy cảm với ánh nắng.,Hiếm khi đau bụng, ăn không ngon, nôn, buồn nôn, đầy hơi, táo bón, ợ nóng và tiêu chảy.,: Chảy máu bất thường, nôn hoặc tiêu chảy kéo dài., là một thành phần tự nhiên được tìm thấy trong chitin, mucoprotein và các mucopolysaccharid. Glucosamin có liên quan đến sản xuất glycosaminoglycan, là chất tạo nên mô sụn trong cơ thể; glucosamin còn có ở trong các gân và dây chằng. Glucosamin dùng đường uống có thể giúp tái tạo sụn và thường được dùng trong điều trị viêm xương khớp., là một acid mucopolysaccharid, thành phần cấu tạo trong hầu hết các mô sụn. Chondroitin được dùng đường uống dưới dạng muối natri và chondroitin sulfat natri trong điều trị viêm khớp. Đôi khi phối hợp với glucosamin nhằm bảo vệ mô sụn trong các rối loạn xương, khớp và mô liên kết.,: Chưa có thông tin về quá liều.,: Trong trường hợp quá liều, phải báo ngay cho bác sĩ. Bệnh nhân nên được theo dõi kỹ và điều trị triệu chứng.,Hộp 10 vỉ, vỉ 10 viên nang.,Hộp 1 chai, chai 100 viên nang., để nơi khô ráo, tránh ánh sáng, nhiệt độ không quá 30,C.,TCCS.,30 tháng kể từ ngày sản xuất.",,,,0,,,Glomed,,"Thuốc ngừa thai NicPostinew ","GLOCITEN CAPS","GLOCITEN CAPS",,20000.0000,"Use config","Use config","GLOCITEN CAPS",,,"Product Info Column",,180000.0000,0,"GLOCITEN caps được dùng giảm đau, kháng viêm, tái tạo sụn khớp trong điều trị viêm khớp, viêm xương khớp, thoái hóa khớp, viêm khớp dạng thấp, thấp khớp cấp và mạn tính.",,,,,,1,0,,,"2016-04-24 16:34:02",glociten-caps,glociten-caps.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,144000.0000,,,,,
"GLUCOSAMIN 500 GLOMED",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:02",,,,,"Glucosamin 500 Glomed,THÀNH PHẦN,Mỗi viên nang chứa:,Hoạt chất: Glucosamin sulfat 500 mg,CHỈ ĐỊNH,Giảm triệu chứng của viêm khớp gối nhẹ và trung bình.,LIỀU LƯỢNG VÀ CÁCH DÙNG,Người lớn: 1 viên/ lần, 3 lần mỗi ngày, trong vòng 2-3 tháng.,Nuốt nguyên viên thuốc với một cốc nước đầy.,Nên uống thuốc trong bữa ăn.,CHỐNG CHỈ ĐỊNH,Người mẫn cảm với các thành phần của thuốc.,Phụ nữ có thai hoặc đang cho con bú.,Trẻ em và trẻ vị thành niên dưới 18 tuổi.,LƯU Ý VÀ THẬN TRỌNG,Sử dụng thận trọng trên những người mắc bệnh tiểu đường hoặc giảm glucose huyết.,Thận trọng khi dùng trên những bệnh nhân bị rối loạn chảy máu hoặc đang dùng các thuốc làm tăng nguy cơ chảy máu. Trong trường hợp này có thể điều chỉnh liều nếu cần thiết.,Sử dụng thuốc cho phụ nữ có thai và cho con bú: Glucosamin không được khuyên dùng trong thai kỳ hoặc khi đang cho con bú do thiếu các bằng chứng khoa học.,TƯƠNG TÁC THUỐC,Về lý thuyết, glucosamin có thể làm giảm tác dụng của insulin hay các thuốc kiểm soát nồng độ đường trong máu khác.,Dùng chung glucosamin với các thuốc lợi tiểu như furosemid có thể làm tăng tác dụng phụ của glucosamin.,Glucosamin có thể làm tăng nguy cơ chảy máu khi sử dụng chung với các thuốc gây tăng nguy cơ chảy máu như acid acetylsalicylic, thuốc chống đông như warfarin hay heparin, thuốc chống kết tập tiểu cầu như clopidogrel và các thuốc kháng viêm không steroid như ibuprofen hay naproxen.,TÁC DỤNG KHÔNG MONG MUỐN,Tác dụng phụ gồm khó chịu ở bụng, buồn ngủ, mất ngủ, đau đầu, phản ứng ở da và nhạy cảm với ánh nắng.,Hiếm khi đau bụng, ăn không ngon, nôn, buồn nôn, đầy hơi, táo bón, ợ nóng và tiêu chảy.,Ngưng sử dụng và hỏi kiến bác sĩ trong trường hợp khó thở hay khó chịu ở họng hoặc ngực, đau ngực, phát ban da, nổi mẩn hay ngứa.,Thông báo cho bác sĩ những tác dụng không mong muốn gặp phải khi dùng thuốc.,QUÁ LIỀU,Thông tin về quá liều do thuốc còn hạn chế. Trong trường hợp quá liều, bệnh nhân nên được theo dõi và điều trị triệu chứng.,TRÌNH BÀY,Hộp 10 vỉ, vỉ 10 viên nang.,Chai 100 viên nang.,BẢO QUẢN: Để nơi khô ráo, tránh ánh sáng, nhiệt độ không quá 30oC.,TIÊU CHUẨN CHẤT LƯỢNG: TCCS.,HẠN DÙNG: 24 tháng kể từ ngày sản xuất.",,,,0,,,Glomed,,"Thuốc ngừa thai NicPostinew ","GLUCOSAMIN 500 GLOMED","GLUCOSAMIN 500 GLOMED",,20000.0000,"Use config","Use config","GLUCOSAMIN 500 GLOMED",,,"Product Info Column",,150000.0000,0,"Giảm triệu chứng của viêm khớp gối nhẹ và trung bình.",,,,,,1,0,,,"2016-04-24 16:34:02",glucosamin-500-glomed,glucosamin-500-glomed.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,120000.0000,,,,,
ANTIGOUT,,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:02",,,,,"Thành phần: -Cao Tơng trơng atao nenso: 500 mg ,Công dụng: ,-Hỗ trợ điều trị bệnh Gout,-Cholesterol máu cao,Quy cách đóng gói: Hộp: 60 viên nang,Liều dùng: ,-Ngày uống 2 lần - 2-3 viên/lần",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ",ANTIGOUT,ANTIGOUT,,20000.0000,"Use config","Use config",ANTIGOUT,,,"Product Info Column",,180000.0000,0,"Thành phần: -Cao Tơng trơng atao nenso: 500 mg ,Công dụng: ,-Hỗ trợ điều trị bệnh Gout,-Cholesterol máu cao,Quy cách đóng gói: Hộp: 60 viên nang,Liều dùng: ,-Ngày uống 2 lần - 2-3 viên/lần",,,,,,1,0,,,"2016-04-24 16:34:02",antigout,antigout.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,144000.0000,,,,,
"GLUCOSAMINE SCHIFF HỘP 200 VIÊN",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:02",,,,," 200 viên/hộp, Nhập nguyên hộp từ Mỹ,Để có kết quả tốt nhất, dùng hai viên glucosamine msm/ngày trong bữa ăn, có thể dùng 1 lúc hoặc một viên (2 lần/ngày.), Những người thái hóa khớp, bị viêm khớp, người bệnh bị các cơn đau khớp, đau đầu gối hành hạ,bị bệnh loãng xương , tổn thương các khớp xương do thể thao , vận động mạnh , người già , phòng ngừa đau xương khớp..,Glucosamine là hợp chất tự nhiên giúp nuôi dưỡng cấu trúc các mô liên kết trong sụn và dịch khớp. Methylsulfonylmethane (MSM) là nguồn cung cấp sulfur tự nhiên trong cơ thể, rất quan trọng trong hình thành collagen ở khớp., Glucosamine là kết cấu phân tử tổ hợp từ axit amin để cơ thể tái tạo Mucopolysaccharide, lượng glucosamine tập trung ở chỗ khớp xương, trước tiên sẽ hình thành dây chuyền Acid amin mucopolysaccharide, sau đó sẽ tiếp tục hình thành kết cấu lớn hơn --- Proteoglycan. Tác dụng của Proteoglycan là hấp thu nước và chất dịch đến nơi mà xương khớp hoạt động để bôi trơn các khớp xương.,Qua nhiều nghiên cứu đã chứng minh rằng, Glucosamine tăng cường chất dịch không những làm giảm đau viêm khớp, thậm chí ngăn ngừa biến chứng, vì nó dần dần khắc phục sự tổn hại của xương khớp, giải quyết triệt để các bệnh viêm khớp. Đồng thời, chất Glucosamine rất an toàn, hoàn toàn không có tác dụng phụ.,Nhiều kết quả nghiên cứu đã cho thấy rằng, sau khi dùng thuốc xong, các triệu chứng viêm khớp, sưng phù khớp đều được khắc phục toàn diện, chức năng các khớp và tình trạng cơ thể được cải thiện phục hồi. Cho dù người dùng thuốc có chất Glucosamine hiệu quả phát huy chậm hơn người sử dụng các loại thuốc chống viêm khác, nhưng lại có tác dụng rất tốt cho việc giảm đau và cải thiện triệt để chức năng của khớp. Sau khi dùng, cơ thể có thể ngồi, nhảy, đứng tự nhiên một cách bình thường., là chất hữu cơ thiên nhiên sulfur assimilation được sản sinh từ biển. Chất này chiếm vị trí thứ 9 trong hàm lượng khoáng sản cơ thể, tác dụng tối ưu của nó là trị dứt các cơn đau. Chất MSM là chất bột kết tinh tự nhiên, ổn định, không mùi, không có ảnh hưởng đến ruột.,Công hiệu khi dùng MSM trị các cơn đau: các cơn đau phần lớn tập trung ở tế bào cơ thịt. có nhiều loại cơn đau được quy là do lực áp xuống tế bào, khi tế bào chịu áp lực bên ngoài, nó sẽ trương phù và trở nên viêm. Thông thường, tế bào sẽ mất đi sự dẻo dai đàn hồi từ đó tạo thành các cơn đau. Hiệu quả khả quan của MSM chính là duy trì sự lưu thông của tế bào, làm tan biến các chất không tốt đối với tế bào, khiến nguồn dinh dưỡng vào cơ thể dễ dàng, phòng tránh tế bào chịu lực áp, từ đó sẽ cắt được các cơn đau. Những bệnh nhân viêm khớp mỗi ngày sau khi bổ sung lượng msm, sẽ giảm và trị được các bệnh viêm khớp.,Joint Fluid (Mega – Petent Hyaluronic Acid) Hyaluronic: Acid đóng vai trò quan trọng trong việc nuôi dưỡng khớp và sụn vì nó như một lớp “áo khoác” bao quanh mỗi tế bào sụn. Với 1 người có cân nặng 70kg sẽ có khoảng 15g hylauronic acid, trong đó 5g sẽ được tái sản sinh hàng ngày. Trong Move Free Advanced, Joint Fluid làm nhiệm vụ “tra dầu mỡ”, làm trẻ hóa và rehydrate (giống như bạn cần dùng kem dưỡng da để rehydrate cho da khô) cho các khớp trong cơ thể,Hydroxypropyl cellulose, magnesium trisilicate, coating (hydroxypropyl methylcellulose, modified corn starch, titanium dioxide, polyethylene glycol, magnesium trisilicate, glycerin), silicon dioxide, magnesium stearate, boron glycinate.,Nếu bạn đang mang thai, cho con bú hoặc đang trong quá trình điều trị bệnh, phải tham khảo ý kiến bác sĩ trước khi sử dụng.,Nếu bạn bị dị ứng với tôm, cua, sò, hến, xin vui lòng tham khảo ý kiến chuyên gia chăm sóc sức khỏe chuyên nghiệp của bạn trước khi dùng sản phẩm này.",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","GLUCOSAMINE SCHIFF HỘP 200 VIÊN","GLUCOSAMINE SCHIFF HỘP 200 VIÊN",,20000.0000,"Use config","Use config","GLUCOSAMINE SCHIFF HỘP 200 VIÊN",,,"Product Info Column",,580000.0000,0,"Glucosamine Schiff với hàm lượng glucosamine 1500 mg và MSM 1500 mg (Công thức mới bổ sung Joint Fluid) giúp duy trì khớp khỏe mạnh,
",,,,,,1,0,,,"2016-04-24 16:34:02",glucosamine-schiff-h-p-200-vi-n,glucosamine-schiff-h-p-200-vi-n.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,464000.0000,,,,,
"HOÀNG THỐNG PHONG",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:02",,,,,"HOÀNG THỐNG PHONG",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","HOÀNG THỐNG PHONG","HOÀNG THỐNG PHONG",,20000.0000,"Use config","Use config","HOÀNG THỐNG PHONG",,,"Product Info Column",,230000.0000,0,"HOÀNG THỐNG PHONG",,,,,,1,0,,,"2016-04-24 16:34:02",hoang-th-ng-phong,hoang-th-ng-phong.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,184000.0000,,,,,
"PHONG THẤP FIDO VIÊN HOÀN",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:02",,,,,"Thành phần: Thiên niên kiện, Tần Giao, Tang ký sinh, Đương quy, Độchoạt, Phòng kỷ,Uy linh tiên, Câu đằng, Quế chi, Ngũ gia bì,Công dụng: ,Chữa các chứng thấp khớp cấp ,viêm khớp mãn,các khớp sưng nóng đỏ đau,đau khớp ,đau lưng lâu ngày ,mỏi gối,chân tay tê nhức.,Quy cách đóng gói: Hộp: 200 viên hoàn = 45 gr,Liều dùng: Uống: 8 viên/lần - Ngày: 3 lần",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","PHONG THẤP FIDO VIÊN HOÀN","PHONG THẤP FIDO VIÊN HOÀN",,20000.0000,"Use config","Use config","PHONG THẤP FIDO VIÊN HOÀN",,,"Product Info Column",,50000.0000,0,"Chữa các chứng thấp khớp cấp, viêm khớp mãn, các khớp sưng nóng đỏ đau, đau khớp, đau lưng lâu ngày, mỏi gối, chân tay tê nhức.,
",,,,,,1,0,,,"2016-04-24 16:34:02",phong-th-p-fido-vi-n-hoan,phong-th-p-fido-vi-n-hoan.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,40000.0000,,,,,
"BLACK MORES PROACTIVE MULTI FOR 50+",,Thuoc,simple,"Thực phẩm chức năng","Default Category",base,,,,"2016-04-24 16:34:02",,,,,"à một công thức toàn diện của 24 chất dinh dưỡng giúp hỗ trợ giải quyết các vấn đề sức khỏe, duy trì sự nhanh nhẹn về thể chất và tinh thần cho người trên 50 tuổi để họ có một lối sống năng động.",,,,0,,,N/A,,"Thuốc ngừa thai NicPostinew ","BLACK MORES PROACTIVE MULTI FOR 50+","BLACK MORES PROACTIVE MULTI FOR 50+",,20000.0000,"Use config","Use config","BLACK MORES PROACTIVE MULTI FOR 50+",,,"Product Info Column",,750000.0000,0,"à một công thức toàn diện của 24 chất dinh dưỡng giúp hỗ trợ giải quyết các vấn đề sức khỏe, duy trì sự nhanh nhẹn về thể chất và tinh thần cho người trên 50 tuổi để họ có một lối sống năng động.",,,,,,1,0,,,"2016-04-24 16:34:02",black-mores-proactive-multi-for-50,black-mores-proactive-multi-for-50.html,4,1.0000,100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,all,2,600000.0000,,,,,
