sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ebizmarts_mark_visited,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,Thực phẩm chức năng/Tiêu hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glucosamin-500-dhg,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:02,,,,,"CÔNG THỨC:,Glucosamin sulfat............................................................................. 500 mg,(tương đương 392,62 mg Glucosamin),Tá dược vừa đủ....................................................................................1 viên,(Tinh bột biến tính, PVP, sodium starch glycolat, magnesi stearat, talc, HPMC,,PVA, PEG 6000, titan dioxyd, màu đỏ ponceau lake, oxyd sắt vàng).,DẠNG BÀO CHẾ: Viên nén bao phim.,QUY CÁCH ĐÓNG GÓI: Hộp 10 vỉ x 10 viên. Chai 150 viên.,TÍNH CHẤT: Glucosamin là một amino - monosaccharid, nguyên liệu để tổng hợp proteoglycan. Khi vào cơ thể, Glucosamin tập trung ở xương và khớp, kích thích tế bào sụn sản xuất proteoglycan và collagen. Glucosamin ức chế các enzym phá hủy sụn khớp như collagenase, phospholinase A2 và giảm các gốc tự do superoxide phá hủy các tế bào sinh sụn. Glucosamin còn kích thích sản sinh mô liên kết của xương, làm giảm quá trình mất Calci của xương. Ngoài ra, Glucosamin còn làm tăng sản xuất chất nhầy dịch khớp nên tăng độ nhớt, tăng khả năng bôi trơn của dịch khớp.,Glucosamin có tác dụng làm giảm triệu chứng của viêm khớp gối như đau, khó vận động, phục hồi cấu trúc sụn khớp, ngăn chặn quá trình thoái hóa khớp.,CHỈ ĐỊNH:,Giảm triệu chứng của viêm khớp gối nhẹ và trung bình.,CHỐNG CHỈ ĐỊNH:,Quá mẫn với Glucosamin sulfat và các thành phần khác của thuốc.,Phụ nữ có thai, phụ nữ đang cho con bú.,Trẻ em dưới 18 tuổi.,TƯƠNG TÁC THUỐC:,Glucosamin có thể gây tăng đề kháng Insulin và do đó ảnh hưởng đến sự dung nạp glucose.,TÁC DỤNG KHÔNG MONG MUỐN:,Hiếm gặp: buồn nôn, nôn, tiêu chảy.,Thông báo cho bác sĩ những tác dụng không mong muốn gặp phải khi sử dụng thuốc.,QUÁ LIỀU VÀ CÁCH XỬ TRÍ:,Trong trường hợp dùng quá liều nên thông báo ngay cho bác sĩ.,LIỀU DÙNG VÀ CÁCH DÙNG:,Nên uống Glucosamin trong bữa ăn.,Người lớn: 1 viên x 3 lần/ ngày. Dùng liên tục ít nhất 2 - 3 tháng.,Thực phẩm chức năng Glucosamin 500 này do công ty Dược Hậu Giang sản xuất",,,,0,/glucosamin-500-glomed.jpg,Glucosamin 500 DHG,Dược Hậu Giang,,Glucosamin 500 DHG,Glucosamin 500 DHG,Glucosamin 500 DHG,,120000,Use config,Use config,Glucosamin 500 DHG,,,Product Info Column,,120000,0,Giảm triệu chứng của viêm khớp gối nhẹ và trung bình.,/glucosamin-500-glomed.jpg,Glucosamin 500 DHG,,,,1,0,/glucosamin-500-glomed.jpg,Glucosamin 500 DHG,4/24/2016 16:34:02,glucosamin-500-dhg,glucosamin-500-dhg.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,96000,88,/glucosamin-500-glomed.jpg,Glucosamin 500 DHG,1,0
,,,,Thực phẩm chức năng/Tiêu hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glukos-750,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:02,,,,,"Glukos 750 dùng bổ sung và tái tạo sụn khớp,CÔNG THỨC:,Glucosamin sulfat.............................................................. 750 mg,Tá dược vừa đủ..................................................................... 1 viên,(Tinh bột biến tính (National 78 - 1551), kollidon VA64, sodium starch glycolat (DST), magnesi stearat, talc, HPMC, PVA, PEG 6000, titan dioxyd, màu đỏ ponceau lake, oxyd sắt vàng).,DẠNG BÀO CHẾ: Viên nén bao phim.,QUY CÁCH ĐÓNG GÓI: Chai 100 viên; Hộp 3 vỉ x 10 viên.,TÍNH CHẤT: Glukos với thành phần hoạt chất chính glucosamin là một amino - monosaccharid, nguyên liệu để tổng hợp proteoglycan. Khi vào cơ thể, glucosamin tập trung ở xương và khớp, kích thích tế bào sụn sản xuất proteoglycan, collagen. Kết quả của quá trình trùng hợp tạo ra muco - polysaccharid là thành phần cơ bản cấu tạo nên đầu sụn khớp. Đồng thời glucosamin cũng ức chế các enzym phá hủy sụn khớp như collagenase, phospholinase A2 và giảm các gốc tự do superoxide phá hủy các tế bào sinh sụn.,Glucosamin kích thích sinh sản mô liên kết của xương, giảm quá trình mất calci của xương. Ngoài ra, glucosamin còn làm tăng sản xuất chất nhầy dịch khớp nên tăng độ nhớt, tăng khả năng bôi trơn của dịch khớp. Vì vậy, glucosamin không những giảm triệu chứng của thoái hóa khớp như đau, khó vận động mà còn ngăn chặn quá trình thoái hóa khớp, ngăn chặn bệnh tiến triển. ,Glukos tác dụng vào cơ chế bệnh sinh của thoái hóa khớp, ngăn ngừa các bệnh thoái hóa xương khớp, phục hồi cấu trúc sụn khớp.,CHỈ ĐỊNH ĐIỀU TRỊ: Giảm triệu chứng của viêm khớp gối nhẹ và trung bình.,CHỐNG CHỈ ĐỊNH: Phụ nữ có thai, phụ nữ cho con bú, trẻ em, trẻ vị thành niên dưới 18 tuổi do chưa có số liệu về độ an toàn và hiệu quả điều trị.,TƯƠNG TÁC THUỐC: Glucosamin có thể gây tăng đề kháng insulin và do đó ảnh hưởng đến sự dung nạp glucose.,TÁC DỤNG KHÔNG MONG MUỐN:,Hiếm gặp: buồn nôn, nôn, tiêu chảy.,Thông báo cho bác sĩ những tác dụng không mong muốn gặp phải khi sử dụng thuốc.,LIỀU DÙNG VÀ CÁCH DÙNG:,Dùng cho người trên 18 tuổi: Uống từ 1250 mg đến 1500 mg glucosamin/ ngày (các dạng muối của glucosamin được quy đổi tương ứng với glucosamin), chia 3 lần. Có thể dùng đơn độc glucosamin sulfat hoặc phối hợp với thuốc khác như chondroitin 1200 mg/ ngày. Thời gian dùng thuốc tùy theo cá thể, ít nhất dùng liên tục trong 2 đến 3 tháng để đảm bảo hiệu quả điều trị.,Liều dùng trên tương đương 1 viên Glukos 750 (chứa 484,67 mg Glucosamin) x 3 lần/ ngày.",,,,0,/glociten-caps.jpg,Glukos 750,Dược Hậu Giang,,Glukos 750,Glukos 750,Glukos 750,,150000,Use config,Use config,Glukos 750,,,Product Info Column,,150000,0,Dùng giảm triệu chứng của viêm khớp gối nhẹ và trung bình.,/glociten-caps.jpg,Glukos 750,,,,1,0,/glociten-caps.jpg,Glukos 750,4/24/2016 16:34:02,glukos-750,glukos-750.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,120000,88,/glociten-caps.jpg,Glukos 750,1,0
,,,,Thực phẩm chức năng/Tiêu hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vitrum-osteomag,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:02,,,,,"Vitrum Osteomag là thực phẩm chức năng giúp ngừa bệnh loãng xương ở phụ nữ trung niên nhất là người có tiền sử bệnh này trong gia đình.,Công dụng,Thực phẩm chức năng Vitrum Osteomag bổ sung vitamin và khoáng chất theo công thức đặc biệt gồm Vitamin D3, calcium, magnesium, kẽm, manganese, đồng, boron. ,- Canxi làm chắc xương còn vitamin D3 giúp xương hấp thụ canxi tốt hơn.,- Khoáng chất agnesium và kẽm rất cần thiết giúp duy trì xương cứng cáp.,- Manganese, đồng và boron giúp trong quá trình của xương.,Thành phần,Khoáng chất: Calcium, vitamin D3, magnesium, kẽm, đồng, manganese, boron.,Dược chất: Microcrystalline cellulose, sodium croscarmellose, magnesium stearate.,Chỉ định,Vitrum Osteomag bổ sung dưỡng chất khoáng cần thiết còn thiếu trong bữa ăn người lớn, giúp duy trì xương cứng cáp và ngừa bệnh loãng xương. ,Liều dùng và cách dùng: Uống từ 1 đến 2 viên một ngày, nên dùng sau khi ăn.,Hộp Vitrum có 60 viên bao phim màu hồng, hình bầu dục (in chữ nổi Vitrum và mặt kia Osteomag),Chú ý: Sản phẩm sẽ bị phai màu và biến dạng khi bị ẩm.,Người sử dụng thuốc lá và rượu bia làm giảm mức độ hấp thu vitamin và khoáng chất. Không gây độc hại khi dùng theo hướng dẫn.,Sản phẩm không phải là thuốc không có tác dụng thay thế thuốc chữa bệnh.",,,,0,/Osteomag-228x228.jpg,Vitrum Osteomag,N/A,,Vitrum Osteomag,Vitrum Osteomag,Vitrum Osteomag,,210000,Use config,Use config,Vitrum Osteomag,,,Product Info Column,,210000,0,"Vitrum Osteomag bổ sung vitamin và khoáng chất theo công thức đặc biệt gồm Vitamin D3, calcium, magnesium, kẽm, manganese, đồng, boron. ",/Osteomag-228x228.jpg,Vitrum Osteomag,,,,1,0,/Osteomag-228x228.jpg,Vitrum Osteomag,4/24/2016 16:34:02,vitrum-osteomag,vitrum-osteomag.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,168000,88,/Osteomag-228x228.jpg,Vitrum Osteomag,1,0
,,,,Thực phẩm chức năng/Tiêu hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calcium-d3-kirkland,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:02,,,,,"Hộp 500 viên sản xuất bởi Kirkland tại Mỹ, số lượng có hạn, date xa 02/2018, không bán hàng xách tay.,Kirkland Calcium 600mg + Vitamin D3 bổ sung canxi và Vitamin D3, giúp tăng cường hấp thu canxi ở xương, kẽm và Magiê hỗ trợ quá trình hình thành và tái tạo xương,Công dụng chính của Canxi Calxium D3:,Làm  xương và răng chắc cho cơ thể nhất là khung xương cho cơ bám vào,Làm giảm nguy cơ bị loãng xương, nhất là người già, phụ nữ lớn tuổi,Cách dùng:,Hướng dẫn sử dụng: Ngày 2-3 viên, tốt nhất uống sau bữa ăn,Thành phần Calcium + D3 của Kirkland:,Calcium 600 mg (60%),Vitamin D3 400 IU (100%), ,Calcium (canxi) là chất khoáng chiếm khoảng 1.5 – 2% thể trọng, tập trung 99% trong hệ xương và răng, giúp xương và răng cứng khỏe. Can xi còn là vai trò không kém phần quan trọng trong hoạt động của hệ thống các en zyme. Co cơ, phóng thích chất dẫn truyền thần kinh, duy trì nhịp tim bình thường, quá trình đông máu,… đều chịu ảnh hưởng của canxi., ,Loãng xương - bạn đã nghe nói nhiều - nếu bạn mắc phải cũng là bình thường vì tỷ lệ bệnh loãng xương chiếm 25% phụ nữ sau mãn kinh. Nam giới cũng bị nhưng ít hơn.,Loãng xương có nhiều cấp độ, nặng nhất là phụ nữ già sau mãn kinh và tốt nhất là loãng xương cũng như các bệnh khác, nên phòng ngừa trước khi bị bệnh.,Kèm với bổ sung canxi, bạn nên tập thể dục hoặc lao động chân tay để giúp hệ cơ và xương duy trì độ bền và cứng.,Vitamin D3 (Cholecalciferol) có vai trò rất quan trọng trong quá trình tạo xương nhờ tác dụng lên chuyển hóa các chất vô cơ mà chủ yếu là Canxi và phosphat. Vitamin D3 làm tăng hấp thu Canxi và phosphat ở ruột, tăng tái hấp thu Canxi ở ống lượn gần, tham gia vào quá trình Canxi hóa sụn tăng trưởng. Ngoài ra Vitamin D3 còn tham gia vào quá trình biệt hóa tế bào biểu mô.,Vitamin D3 còn tham gia vào điều hoà chức năng một số gen. Ngoài ra, còn tham gia một số chức năng bài tiết của insulin, hormon cận giáp, hệ miễn dịch, phát triển hệ sinh sản và da ở nữ giới.,Vai trò quan trọng nhất của vitamin D3 là duy trì nồng độ canxi trong máu.,Không được sử dụng muối canxi đối với người có tình trạng tăng canxi huyết, canxi niệu hoặc bệnh thận nặng .,Không được dùng muối canxi với bệnh nhân sỏi thận , vì có thể làm cho bệnh nặng lên, và với bệnh nhân bi bệnh sacoid, vi có thể làm tăng canxi máu thường gặp ở tình trạng bệnh lý này.",,,,0,/8852173553694.jpg,Calcium D3 Kirkland,N/A,,Calcium D3 Kirkland,Calcium D3 Kirkland,Calcium D3 Kirkland,,20000,Use config,Use config,Calcium D3 Kirkland,,,Product Info Column,,20000,0,"Kirkland Calcium 600mg + Vitamin D3 bổ sung canxi và Vitamin D3, giúp tăng cường hấp thu canxi ở xương, kẽm và Magiê hỗ trợ quá trình hình thành và tái tạo xương. Số lượng còn ít, hàng mua nhanh, bán rẻ.",/8852173553694.jpg,Calcium D3 Kirkland,,,,1,0,/8852173553694.jpg,Calcium D3 Kirkland,4/24/2016 16:34:02,calcium-d3-kirkland,calcium-d3-kirkland.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,16000,88,/8852173553694.jpg,Calcium D3 Kirkland,1,0
,,,,Thực phẩm chức năng/Tiêu hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arthron-flex,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:02,,,,,"Sản phẩm của Công ty Unipharma, Inc Hoa Kỳ, ,Thuốc bổ sụn khớp Arthron Flex tác dụng làm giảm đau nhức khớp xương, bồi bổ, tái tạo sụn và chất nhờn cho khớp xương, thúc đẩy sự vận động linh hoạt và chống viêm, sưng, và thoái hóa khớp xương.,Thành phần của Arthron Flex,Hoạt chất: Glucosamine HCL.,Tá dược: DIcalcium Phosphate, Microcrystalline Cellulose, Croscarmellose SOdium, Stearic Acid, Magnesium Stearate, Silicon dioxide, Opadry II Beige 85G97236, Titanium Dioxide., ,Viên Arthron Flex có tác dụng,- Giảm nhanh cảm giác đau nhức xương khớp, tránh tái phát đau.,- Bôi trơn các sụn khớp tránh đau nhức,- Phục hồi và tái tạo toàn bộ khung xương, hỗ trợ các hoạt động của gân, dây chằng và các sụn khớp bị thương tổn,- Thuốc bổ xương khớp Hỗ trợ chữa trị các chứng thoái hóa xương khớp một cách an toàn và hiệu quả.,Hướng dẫn cách dùng và liều dùng,- Thuốc bổ xương khớp chỉ dùng cho người đã trưởng thành.,- Không dùng cho trẻ em, phụ nữ có thai hoặc đang cho con bú, người sắp phẫu thuật hoặc đang điều trị những căn bệnh phức tạp.,- Uống 2 lần/ngày, mỗi lần 1 viên sau khi đã ăn no.,- Nên uống thuốc bổ cách thời gian uống những loại thuốc khác ít nhất 1 tiếng đồng hồ (nếu có),Các lưu ý khác,- Thuốc bổ xương khớp không phải là thuốc nên không có tác dụng thay thế thuốc chữa bệnh.,– Không sử dụng thực phẩm bổ khớp này trong vòng 1 tiếng sau khi sử dụng các thuốc đặc trị khác.,– Không sử dụng thuốc quá liều hướng dẫn.,– Chỉ sử dụng cho người lớn.",,,,0,/Arthron-Flex.jpg,Arthron Flex,N/A,,Arthron Flex,Arthron Flex,Arthron Flex,,190000,Use config,Use config,Arthron Flex,,,Product Info Column,,190000,0,"Arthron Flex bổ sụn khớp bằng cách bổ sung lượng Glucosamine thiếu hụt do tuổi tác hay vận động, là thành phần tự nhiên trong sụn của cơ thể, đóng vai trò quan trọng trong công việc khôi phục tính đàn hồi của khớp và sụn.",/Arthron-Flex.jpg,Arthron Flex,,,,1,0,/Arthron-Flex.jpg,Arthron Flex,4/24/2016 16:34:02,arthron-flex,arthron-flex.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,152000,88,/Arthron-Flex.jpg,Arthron Flex,1,0
,,,,Thực phẩm chức năng/Tiêu hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vh-cod-liver-oil-plus-fish-oil,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:02,,,,,"2 loại dầu cá tinh khiết: Fish Oil & Cod Liver Oil, Vitamin E,Hộp 60 viên., ,-Hỗ trợ để tăng cường hệ miễn dịch.,-Hỗ trợ chức năng của não bộ, thị giác, tim mạch và xương khớp.,Uống 1-2 viên mỗi ngày, sau khi ăn.",,,,0,/dau-ca-cod-liver-fish-oil-bio-island-30-vien.jpg,VH COD LIVER OIL PLUS FISH OIL,N/A,,VH COD LIVER OIL PLUS FISH OIL,VH COD LIVER OIL PLUS FISH OIL,VH COD LIVER OIL PLUS FISH OIL,,425000,Use config,Use config,VH COD LIVER OIL PLUS FISH OIL,,,Product Info Column,,425000,0,"VH COD LIVER OIL PLUS FISH OIL hỗ trợ để tăng cường hệ miễn dịch, hỗ trợ chức năng của não bộ, thị giác, tim mạch và xương khớp.",/dau-ca-cod-liver-fish-oil-bio-island-30-vien.jpg,VH COD LIVER OIL PLUS FISH OIL,,,,1,0,/dau-ca-cod-liver-fish-oil-bio-island-30-vien.jpg,VH COD LIVER OIL PLUS FISH OIL,4/24/2016 16:34:02,vh-cod-liver-oil-plus-fish-oil,vh-cod-liver-oil-plus-fish-oil.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,340000,88,/dau-ca-cod-liver-fish-oil-bio-island-30-vien.jpg,VH COD LIVER OIL PLUS FISH OIL,1,0
,,,,Thực phẩm chức năng/Tiêu hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-kaplus-d-forte-,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:02,,,,,"Thuốc phòng và điều trị thiếu Ca liên quan thiếu Vitamin D3,Thành phần: Ca carbonate 500 mg, vit D3 400 IU,Đóng gói: 30 viên/hộp,Chỉ định: ,Phòng và điều trị thiếu Ca liên quan thiếu vit D3. Giúp nhanh liền chỗ gãy xương. Loãng xương ở người già gây bởi corticosteroid hoặc nằm bất động lâu ngày.,Liều dùng: ,Người lớn 1viên/ ngày. Uống các liều cách đều nhau. Quên 1 liều: uống lại liều đó ngay khi nhớ ra, nếu quá gần liều tiếp theo thì bỏ qua liều đã quên, tiếp tục dùng theo lịch bình thường, không được gấp đôi liều dùng.,Cách dùng: Uống với 1 cốc nước, 1-2 giờ sau khi uống thuốc khác hoặc sau bữa ăn giàu chất xơ,Chống chỉ định: ,Ca huyết cao nguyên/ thứ phát, Ca niệu cao, vit D huyết cao. Sỏi thận. Bệnh sarcoid. Loạn dưỡng xương có photphat huyết cao. Tiền sử mẩn cảm với sản phẩm cung cấp Ca hoặc vit D,Thận trọng: ,Kiểm soát Ca niệu suốt quá trình điều trị. Kiểm soát định kỳ Ca huyết. Ca niệu, photpho- canxi ở bệnh nhân suy thận. Tránh sử dụng đồng thời thuốc cung cấp vitamin và khoáng chất khác. Bệnh nhân có khả năng bị sỏi thận (nên uống thật nhiều nước hàng ngày), lớn tuổi, có thai, mất nước/cân bằng điện giải, tiêu chảy mãn tính, bị h/c kém hấp thu, tiền sử sỏi thận, suy thận mãn, xơ cứng động mạch, suy tim, tăng photphat huyết, bệnh tuyến cận giáp, < 12 tuổi, uống rượu/ cà phê, hút thuốc lá.",,,,0,/Kaplus-d.jpg, KAPLUS-D FORTE ,N/A,, KAPLUS-D FORTE , KAPLUS-D FORTE , KAPLUS-D FORTE ,,30000,Use config,Use config, KAPLUS-D FORTE ,,,Product Info Column,,30000,0,KAPLUS D FORTE phòng và điều trị thiếu Ca liên quan thiếu vit D3. Giúp nhanh liền chỗ gãy xương. Loãng xương ở người già gây bởi corticosteroid hoặc nằm bất động lâu ngày.,/Kaplus-d.jpg, KAPLUS-D FORTE ,,,,1,0,/Kaplus-d.jpg, KAPLUS-D FORTE ,4/24/2016 16:34:02,-kaplus-d-forte-,-kaplus-d-forte-.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,24000,88,/Kaplus-d.jpg, KAPLUS-D FORTE ,1,0
,,,,Thực phẩm chức năng/Tiêu hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swanson-sea-cucumber,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:02,,,,,"Hải Sâm - Sea Cucumber hỗ trợ điều trị các bệnh về xương khớp, loãng xương, đau nhức xương, thoái hóa khớp, viêm khớp. Ngoài ra, hải sâm còn có tác dụng tăng cường chức năng hệ miễn dịch.",,,,0,/Hai-sâm-Swanson-Sea-Cucumber.jpg,SWANSON SEA CUCUMBER,Swanson,,SWANSON SEA CUCUMBER,SWANSON SEA CUCUMBER,SWANSON SEA CUCUMBER,,470000,Use config,Use config,SWANSON SEA CUCUMBER,,,Product Info Column,,470000,0,"Hải Sâm - Sea Cucumber hỗ trợ điều trị các bệnh về xương khớp, loãng xương, đau nhức xương, thoái hóa khớp, viêm khớp. Ngoài ra, hải sâm còn có tác dụng tăng cường chức năng hệ miễn dịch.",/Hai-sâm-Swanson-Sea-Cucumber.jpg,SWANSON SEA CUCUMBER,,,,1,0,/Hai-sâm-Swanson-Sea-Cucumber.jpg,SWANSON SEA CUCUMBER,4/24/2016 16:34:02,swanson-sea-cucumber,swanson-sea-cucumber.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,376000,88,/Hai-sâm-Swanson-Sea-Cucumber.jpg,SWANSON SEA CUCUMBER,1,0
,,,,Thực phẩm chức năng/Tiêu hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cartiligins,,Thuoc,simple,Thực phẩm chức năng,Default Category,base,,,,4/24/2016 16:34:02,,,,," là thực phẩm chức năng, cung cấp các khối xây dựng cho cơ xương khớp chắc khoẻ bằng cách nối các thành phần đã được chứng minh khoa học được gọi là “bộ 3” gồm có ,, Chondroitin và Collagen Type II phục vụ cho việc tăng cường quá trình củng cố và tái thiết cơ thể.,Về tác dụng, Glucosamine rất cần thiết để bảo vệ và xây dựng lại sụn, giữ cho khớp khoẻ mạnh. Chondroitin là thành phần cấu trúc quan trọng của sụn, có hàm lượng cao nhất trong các thành phần của khớp, liên kết các sụn, tạo bôi trơn giúp di chuyển dễ dàng. Collagen Type II làm ổn định hệ thống kháng thể cho cơ thể một cách tự nhiên và giúp trung hòa các cấu trúc phân tử dị thường là tác nhân chính của bệnh đau khớp, khớp biến dạng và cứng khớp, đặc biệt là ở bệnh nhân bị viêm khớp mãn tính. Joint Flex Plus cùng với vitamin B6 và D3 được tăng cường nhằm giúp khớp xương phục hồi và hạn chế tổn thương oxy hóa.,Joint Flex Plus dùng để bổ sung hàng ngày có công thức đặc biệt với các thành phần mạnh đem lại cảm giác thoải mái và tái xây dựng các khớp xương. Hai muỗng, một lần một ngày, cung cấp 1500mg Glucosamine, 700mg Chondroitin và Collagen Type II, 400 IU vitamin D3, 2mg vitamin B6 – đủ lượng cho bệnh nhân thoái hoá khớp, hoặc những người ưa hoạt động mạnh, cần bổ sung “chất nhờn” cho xương khớp của mình. Ở dạng lỏng, sản phẩm bổ sung này tạo cảm giác ngon miệng giúp cơ thể hấp thụ nhanh; Dễ uống, duy trì khớp khỏe mạnh và linh hoạt.,Phòng ngừa thoái hóa khớp, đau khớp,Giúp khớp khỏe mạnh, hỗ trợ điều trị viêm khớp,Giúp nuôi dưỡng và tạo chất nhờn cho khớp và sụn,Giữ lạnh sau khi mở nắp,Quy cách đóng gói: ,Dạng lỏng, dung tích 946ml (32 OZ)",,,,0,/CARTILIGINS.jpg,CARTILIGINS,N/A,,CARTILIGINS,CARTILIGINS,CARTILIGINS,,280000,Use config,Use config,CARTILIGINS,,,Product Info Column,,280000,0,"Joint Flex Plus là thực phẩm chức năng, cung cấp các khối xây dựng cho cơ xương khớp chắc khoẻ bằng cách nối các thành phần đã được chứng minh khoa học được gọi là “bộ 3” gồm có Glucosamine, Chondroitin và Collagen Type II phục vụ cho việc tăng cường quá trình củng cố và tái thiết cơ thể.,
",/CARTILIGINS.jpg,CARTILIGINS,,,,1,0,/CARTILIGINS.jpg,CARTILIGINS,4/24/2016 16:34:02,cartiligins,cartiligins.html,4,1,100,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,all,2,224000,88,/CARTILIGINS.jpg,CARTILIGINS,1,0
,,,,Thực phẩm chức năng/Tiêu hóa,Default Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
